id,bagid,quadrat,t0_num_blades,g_ng,date_marked,date_collected,duration_days,site,collection_point,shoot_bag_weight,shoot_plus_bag_weight,rhizome_bag_weight,rhizome_plus_bag_weight,rhizome_weight,shoot_weight,length_measured,length_calculated,sheath_length,shoot_width,blade_number_tx,rhizome_length,numnodes,lateral_shoots,gfc_weight,gfc_weight_plus_sample,epi_weight,total_liquid_ml,ref_legth,b1_full,b1_new,b1_old,b2_full,b2_new,b2_old,b3_full,b3_new,b3_old,b4_full,b4_new,b4_old,b5_full,b5_new,b5_old,b6_full,b6_new,b6_old,b7_full,b7_new,b7_old,b8_full,b8_new,b9_old,b9_full,b9_new,b9_old,b10_full,b10_new,b10_old,baby_1,baby_2,notes,extention,original_length_Remaining,standardized_extension_to_sheath,standardized_to_old,
338,,,7,g,7-June-25,21-June-25,14,low,t2,8.688,8.817,1.267,1.382,0.115,0.129,,32.4,12.8,0.3,11,,,,,,0,,4,28.2,1.2,27,27.8,0,27.8,17,7.4,9.6,28.4,13.4,15,11,4.5,6.5,24,0,24,10.2,3.2,7,22.5,16.4,6.1,20.2,8.8,11.4,25.2,14.5,10.7,6.4,,,75.8,149.1,5.921875,0.522398346,
339,,,5,g,6-June-25,20-June-25,14,donor,t2,,,,,0,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,not measurable,0,0,#DIV/0!,#DIV/0!,
340,,,6,ng,6-June-25,,24-July-74,,,,,,,0,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
341,,,6,g,7-June-25,13-June-25,6,high,t1,8.624,9.13,4.716,4.754,0.038,0.506,69.4,87.7,5.8,0.3,7,,,,0.477,0.479,0.002,100,3,43.6,0,43.6,28.2,0,28.2,76.2,0,76.2,84.7,0.1,84.6,60.1,2.2,57.9,83.3,9.7,73.6,40.5,2.4,38.1,,,0,,,0,,,0,,,,14.4,405.2,2.482758621,0.03580308304,
342,,,6,ng,6-June-25,,24-July-74,,,,,,,0,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
343,LAD3_9.3,,,,7-June-25,21-June-25,14,high,t2,,,8.984,9.216,0.232,0,,74.9,26,0.5,5,,,,,,0,,8.9,66,4.1,61.9,50.6,11.3,39.3,57.7,7.3,50.4,48.3,0.6,47.7,20.6,0.3,20.3,,,0,,,0,,,0,,,0,,,0,,,rhizome bag wieght was on low T2 sheet?,23.6,228.5,0.9076923077,0.1074681239,
344,,,6,ng,6-June-25,,24-July-74,,,,,,,0,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
345,LAD39.3,,6,ng,7-June-25,21-June-25,14,low,t2,8.848,9.241,8.984,9.002,0.018,0.393,56,52.6,10,0.4,6,,,,,,0,,3.4,34,0,34,35,0,35,49.2,0,49.2,46,14.8,31.2,29.4,15.8,13.6,,,0,,,0,,,0,,,0,,,0,2.6,,,33.2,166.4,3.32,0.2036809816,
346,,,6,ng,7-June-25,21-June-25,14,low,t2,,,9.064,9.288,0.224,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,no shoot,0,0,#DIV/0!,#DIV/0!,
347,,,6,ng,7-June-25,21-June-25,14,low,t2,,,,,0,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,no shoot,0,0,#DIV/0!,#DIV/0!,
348,,,6,g,6-June-25,20-June-25,14,donor,t2,8.902,9.066,1.53,1.636,0.106,0.164,,0,na,0.5,4,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,too rotten,0,0,#VALUE!,#DIV/0!,
349,,,5,g,7-June-25,13-June-25,6,low,t1,10.191,9.938,4.702,4.763,0.061,-0.253,,51.1,17.3,0.3,5,,,,0.52,0.521,0.001,70,5.7,5.5,1.4,4.1,41.2,2.1,39.1,45.4,0.2,45.2,23.8,13.6,10.2,26.7,13.4,13.3,,,0,,,0,,,0,,,0,,,0,,,,30.7,117.6,1.774566474,0.2743521001,
350,,,7,g,7-June-25,13-June-25,6,low,t1,10.23,,4.773,4.806,0.033,-10.23,,85.2,25,0.5,8,,,,0.5288,0.532,0.0032,,4.5,43.5,0,43.5,80.7,0,80.7,27.4,0,27.4,16,11.4,4.6,16,11.3,4.7,43.5,2.5,41,50.6,0,50.6,,,0,,,0,,,0,6.2,,,31.4,257,1.256,0.1243564356,
351,,,5,g,7-June-25,13-June-25,6,low,t1,10.236,10.238,4.672,4.733,0.061,0.002,,40.8,17.3,0.3,4,,,,0.488,0.489,0.001,,5.2,4.5,0,4.5,29.6,0,29.6,10.7,0,10.7,35.6,0.4,35.2,,,0,,,0,,,0,,,0,,,0,,,0,,,,0.4,85.2,0.02312138728,0.005,
352,,,5,ng,7-June-25,21-June-25,14,high,t2,8.712,8.758,1.587,1.67,0.083,0.046,,69.9,15.8,0.4,3,,,,,,0,,3.4,54.6,2.5,52.1,66.5,,66.5,32.7,,32.7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,2.5,154.7,0.1582278481,0.01652346332,
353,,,6,ng,7-June-25,21-June-25,14,low,t2,8.857,9.085,0.778,0.846,0.068,0.228,79.3,69.2,20,0.5,6,,,,,,0,,3.6,65.6,0,65.6,43.2,0,43.2,43,0,43,23.6,23.6,0,16.4,16.1,0.3,,,0,,,0,,,0,,,0,,,0,14.6,,,54.3,155.7,2.715,0.3570019724,
354,,,,ng,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,
355,CUVA_5.4,,5,g,7-June-25,21-June-25,14,high,t2,8.767,9.042,1.443,1.57,0.127,0.275,,57.1,12.7,0.4,3,,,,,,0,,2.5,54.6,11.1,43.5,49.5,13.8,35.7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,12.1,,,37,81.7,2.913385827,0.4671717172,
357,,,5,ng,6-June-25,12-June-25,6,donor,t1,8.625,,4.675,4.733,0.058,-8.625,96.1,93,18.3,0.4,5,,,,0.537,0.538,0.001,75,11.4,26.6,0,26.6,81.6,0,81.6,25.5,0,25.5,26.6,0,26.6,16.1,0,16.1,,,0,,,0,,,0,,,0,,,0,,,,0,187.8,0,0,
358,,,5,ng,7-June-25,13-June-25,6,high,t1,8.589,,4.695,4.745,0.05,-8.589,34.3,33.7,7.1,0.4,8,,,,0.487,0.489,0.002,60,5.3,23,0,23,17.9,1.4,16.5,27.8,1.1,26.7,28.1,0,28.1,28,0.5,27.5,28.4,3.3,25.1,20.2,0,20.2,19.6,0,19.6,,,0,,,0,,,,6.3,192,0.8873239437,0.03374397429,
359,12,1,6,ng,6-June-25,13-Aug-25,68,low,t3,,,0,0,0,0,129,0,,0.5,2,,,0,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,"measured from image J, no rhizome",0,0,#DIV/0!,#DIV/0!,
360,,,7,g,6-June-25,,24-July-74,,,,,,,0,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
361,,,6,ng,7-June-25,13-June-25,6,low,t1,10.106,10.298,4.748,4.773,0.025,0.192,32.6,39.5,7.8,0.4,6,,,,0.516,0.517,0.001,150,7.2,25.2,0,25.2,32.3,0,32.3,18.7,2.2,16.5,6.2,5.9,0.3,5.3,4.8,0.5,11,0,11,,,0,,,0,,,0,,,0,,,,12.9,93,1.653846154,0.1503496503,
362,CIG37.3,,5,ng,7-June-25,21-June-25,14,low,t2,8.896,9.107,0.685,0.719,0.034,0.211,30.2,30.4,7,0.2,4,,,,,,0,,2,17,0,17,28.4,2.2,26.2,18,7.2,10.8,14,11.5,2.5,,,0,,,0,,,0,,,0,,,0,,,0,,,,20.9,58.5,2.985714286,0.3699115044,
363,,,6,ng,7-June-25,13-June-25,6,low,t1,,,1.183,1.35,0.167,0,,101.6,,,10,,,,,,0,,3.8,24.4,0,24.4,17.8,0.1,17.7,34.4,0.1,34.3,16.5,2.2,14.3,30.6,12.9,17.7,26,8.3,17.7,97.8,10,87.8,26.1,1.8,24.3,19.4,7.4,12,,,0,6.7,,,49.5,254,#DIV/0!,0.1978417266,
364,,,3,g,7-June-25,13-June-25,6,high,t1,8.635,8.802,4.724,4.736,0.012,0.167,35.2,34.3,12.2,0.2,4,,,,0.598,0.601,0.003,120,3.7,30.6,0,30.6,16.7,0,16.7,27,1.9,25.1,17.9,0,17.9,,,0,,,0,,,0,,,0,,,0,,,0,,,,1.9,94,0.1557377049,0.02104097453,
365,,,4,g,6-June-25,,24-July-74,,t2,,,,,0,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
366,,,5,g,7-June-25,21-June-25,14,low,t2,,,1.653,1.705,0.052,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,no shoot,0,0,#DIV/0!,#DIV/0!,
367,,,5,g,7-June-25,21-June-25,14,high,t2,8.972,9.428,1.53,1.734,0.204,0.456,91.6,84.4,20.2,0.5,5,,,,,,0,,4.6,51.4,,51.4,59.5,1.7,57.8,79.8,16.1,63.7,64.4,21.2,43.2,13.7,13,0.7,,,0,,,0,,,0,,,0,,,0,,,,52,221.4,2.574257426,0.2398523985,
369,,,5,g,7-June-25,21-June-25,14,high,t2,8.801,8.943,1.409,1.527,0.118,0.142,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,wrangled,0,0,#DIV/0!,#DIV/0!,
370,,,5,ng,7-June-25,13-June-25,6,low,t1,10.09,10.322,4.658,4.75,0.092,0.232,,40.5,11.2,0.4,7,,,,0.494,0.94,0.446,100,2.3,16.4,0,16.4,32.1,0,32.1,30,0,30,30.4,0.5,29.9,12.3,3.8,8.5,38.2,10.9,27.3,28.5,6.7,21.8,,,0,,,0,,,0,,,,21.9,168.3,1.955357143,0.1319277108,
371,,,5,ng,6-June-25,20-June-25,14,donor,t2,8.735,9.14,1.519,1.67,0.151,0.405,,68.6,15.4,0.4,5,,,,,,0,,4.2,64.4,0.4,64,41.4,0.2,41.2,60,5.6,54.4,32.4,6.8,25.6,30,4,26,,,0,,,0,,,0,,,0,,,0,,,,17,215.4,1.103896104,0.08049242424,
372,,,7,ng,6-June-25,,24-July-74,,,,,,,0,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
373,,,7,g,6-June-25,12-June-25,6,donor,t1,8.624,8.88,4.703,4.817,0.114,0.256,59.7,62.1,15.3,0.4,5,,,,0.508,0.508,0,90,4.9,57.2,1.8,55.4,27.2,1.2,26,22.4,0.7,21.7,13.3,0,13.3,17.4,0,17.4,,,0,,,0,,,0,,,0,,,0,,,,3.7,138.7,0.2418300654,0.02765321375,
374,,,5,ng,6-June-25,,24-July-74,,,,,,,0,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
375,ABLI_5.3,,7,ng,7-June-25,21-June-25,14,high,t2,8.694,9.18,1.556,1.712,0.156,0.486,9.5,59.4,55.2,0.4,7,,,,,,0,,3,8.2,0.4,7.8,7,3.2,3.8,37.2,0,37.2,56,2.5,53.5,55.2,7.8,47.4,56.4,9,47.4,32.6,0,32.6,,,0,,,0,,,0,,,,22.9,232.7,0.4148550725,0.09969525468,
376,,,5,ng,7-June-25,21-June-25,14,low,t2,9.032,9.238,8.704,8.727,0.023,0.206,68,64.2,15.2,0.4,6,,,,,,0,,1.4,38,0,38,51,0,51,23.4,11,12.4,61,14.4,46.6,62.8,0.4,62.4,11,2.8,8.2,,,0,,,0,,,0,,,0,,,,28.6,220,1.881578947,0.1308325709,
377,,,4,g,6-June-25,,24-July-74,,,,,,,0,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
378,LADI9.5,,6,ng,7-June-25,21-June-25,14,low,t2,8.964,9.581,0.676,0.763,0.087,0.617,103.3,103.3,23,0.6,6,,,,,,0,,3.2,96,2.4,93.6,100.1,0,100.1,21.2,3,18.2,38.2,4.5,33.7,98,2,96,30,11.5,18.5,,,0,,,0,,,0,,,0,,,,23.4,363.3,1.017391304,0.06498194946,
379,,,6,ng,6-June-25,,24-July-74,,,,,,,0,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
380,,,6,g,7-June-25,21-June-25,14,low,t2,8.75,9.163,1.628,1.691,0.063,0.413,70,69,28,0.5,6,,,,,,0,,7,41.2,5,36.2,8.2,0.2,8,52.6,0.4,52.2,51.2,13.2,38,62,4.5,57.5,61.8,16.4,45.4,,,0,,,0,,,0,,,0,,,,39.7,244.3,1.417857143,0.1672987779,
381,68,16,4,g,6-June-25,13-Aug-25,68,low,t3,10.274,,4.901,,-4.901,-10.274,13.5,38,9.5,0.3,7,7.5,7,1,,,,,2,36,13.5,22.5,16,7.7,8.3,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,"cut, has growth pin at T3",21.2,32.8,2.231578947,0.6883116883,
382,CIGI7.4,,8,ng,7-June-25,21-June-25,14,low,t2,9.023,9.446,0.899,0.973,0.074,0.423,94,93.4,17,0.4,4,,,,,,,,7.2,47.2,4.8,42.4,50.2,0,50.2,86.2,10.4,75.8,64,16.4,47.6,,,0,,,0,,,0,,,0,,,0,,,0,,,,31.6,223.2,1.858823529,0.1462962963,
383,,,5,ng,6-June-25,,24-July-74,,,,,,,0,0,,0,,,0,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
384,,,7,g,7-June-25,13-June-25,6,low,t1,10.192,10.321,4.675,4.789,0.114,0.129,,72.4,20,0.5,8,,,,,,,,5,10.7,0,10.7,53.1,0,53.1,24.6,0.4,24.2,6.1,0.2,5.9,50.6,7.3,43.3,59.3,0,59.3,67.4,0,67.4,,,0,,,0,,,0,4,,,11.9,268.9,0.595,0.0450928382,
386,11,14,7,g,6-June-25,13-Aug-25,68,low,t3,10.294,,4.937,,-4.937,-10.294,53.3,0,10.7,0.4,4,4.8,5,0,0.649,0.652,0.003,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,0,#DIV/0!,
387,,,4,g,6-June-25,12-June-25,6,donor,t1,8.773,8.811,4.695,4.776,0.081,0.038,26.8,25.2,12.4,0.4,4,,,,,,0,,4.2,13,0,13,13,0,13,21,0,21,13,0,13,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,64.2,0,0,
389,,,4,ng,7-June-25,13-June-25,6,low,t1,10.252,10.285,4.635,4.765,0.13,0.033,,11.2,6.9,0.4,4,,,,0.475,0.76,0.285,100,3.7,7.5,0,7.5,6.5,0,6.5,6.3,2.8,3.5,6.1,0,6.1,,,0,,,0,,,0,,,0,,,0,,,0,,,,2.8,27.3,0.4057971014,0.1186440678,
390,,,4,ng,6-June-25,12-June-25,6,donor,t1,10.099,10.451,4.712,4.877,0.165,0.352,118.8,117.2,11.1,0.5,4,,,,0.429,0.53,0.101,100,7,25.6,0,25.6,21.3,0,21.3,57,3.7,53.3,110.2,0,110.2,,,0,,,0,,,0,,,0,,,0,,,0,,,,3.7,217.4,0.3333333333,0.01758555133,
391,,,5,g,7-June-25,13-June-25,6,low,t1,10.25,,4.626,4.818,0.192,-10.25,,65.3,27.9,0.5,7,,,,0.537,0.73,0.193,150,5.5,32.2,0,32.2,46.3,0,46.3,17.5,1.9,15.6,53.5,4.8,48.7,47.5,0,47.5,59.8,10,49.8,34,7.7,26.3,,,0,,,0,,,0,,,,24.4,271.9,0.8745519713,0.09159159159,
392,,,7,ng,6-June-25,,24-July-74,,,,,,,0,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
393,,,7,g,7-June-25,21-June-25,14,high,t2,8.674,8.947,1.396,1.564,0.168,0.273,,74.9,26,0.5,5,,,,,,0,,8.9,66,4.1,61.9,50.6,11.3,39.3,57.7,7.3,50.4,48.3,0.6,47.7,20.6,0.3,20.3,,,0,,,0,,,0,,,0,,,0,,,,23.6,228.5,0.9076923077,0.1074681239,
394,,,5,g,6-June-25,,24-July-74,,,,,,,0,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
395,,,2,ng,7-June-25,21-June-25,14,low,t2,8.652,8.956,1.494,2,0.506,0.304,,77.4,15.4,0.3,8,,,,,,0,,6,17.1,14.6,2.5,67,37.5,29.5,13,,13,16.5,2,14.5,71.4,36.2,35.2,8.7,,8.7,,,0,,,0,,,0,,,0,15.5,15.6,,121.4,109.4,7.883116883,1.174081238,
396,,3,6,g,6-June-25,20-June-25,14,donor,t2,8.61,9.031,0.784,0.882,0.098,0.421,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,shoot shreddered,0,0,#DIV/0!,#DIV/0!,
397,77,11,6,g,6-June-25,13-Aug-25,68,low,t3,10.26,,4.902,,-4.902,-10.26,9.4,0,4,0.4,1,7,8,1,0.696,0.71,0.014,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,"cut , small piece of leaf",0,0,0,#DIV/0!,
398,,,6,ng,6-June-25,,24-July-74,,,,,,,0,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
399,,,5,ng,6-June-25,,24-July-74,,,,,,,0,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
400,,,6,g,6-June-25,,24-July-74,,,,,,,0,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
401,,,7,g,6-June-25,,24-July-74,,,,,,,0,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
402,,,5,ng,6-June-25,,24-July-74,,,,,,,0,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
403,,,3,g,6-June-25,,24-July-74,,,,,,,0,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
404,,,7,g,6-June-25,,24-July-74,,,,,,,0,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
405,4,3,4,ng,6-June-25,,24-July-74,low,t3,0,0,4.906,,-4.906,0,0,0,0,0,0,2,4,0,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,only rhizome,0,0,#DIV/0!,#DIV/0!,
406,,,6,ng,7-June-25,21-June-25,14,low,t2,8.784,8.933,1.239,1.256,0.017,0.149,,67.4,15,0.4,6,,,,,,0,,5,60,6.2,53.8,35,25.8,9.2,8.4,7.4,1,62.4,3.6,58.8,47.6,13.2,34.4,,,0,,,0,,,0,,,0,,,0,4.2,,,60.4,162.2,4.026666667,0.3842239186,
407,8,10,4,ng,6-June-25,13-Aug-25,68,low,t3,0,0,4.953,,-4.953,0,0,0,0,0,0,2.6,4,0,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,rhizome only,0,0,#DIV/0!,#DIV/0!,
408,,,6,g,6-June-25,,24-July-74,,,,,,,0,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
409,6,14,7,g,6-June-25,13-Aug-25,68,low,t3,0,0,0,0,0,0,0,0,0,0,0,8.5,6,0,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,rhizome only with 1 small leaf debris,0,0,#DIV/0!,#DIV/0!,
H1,,,5,none,,5-June-25,45813,natural,t0,8.636,8.986,4.614,4.708,0.094,0.35,66.4,0,11.6,0.3,5,3.4,5,0,0.4998,0.501,0.0012,44,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,0,#DIV/0!,
H2,,,4,none,,5-June-25,45813,natural,t0,8.752,8.986,4.664,4.758,0.094,0.234,81.4,0,13.5,0.4,4,3.6,5,0,0.486,0.486,0.486,30,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,0,#DIV/0!,
H5,,,4,none,,5-June-25,45813,natural,t0,8.639,9.714,4.611,4.734,0.123,1.075,122.3,0,23.5,0.4,4,5.9,5,0,0.473,0.479,0.006,40,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,0,#DIV/0!,
H6,,,4,none,,5-June-25,45813,natural,t0,8.736,9.248,4.644,4.754,0.11,0.512,96.4,#REF!,21.2,0.4,4,3.5,5,0,2.826,2.854,0.028,150,,,,0,,,0,,,#REF!,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,#REF!,0,#REF!,
H7,,,6,none,,5-June-25,45813,natural,t0,8.746,9.537,4.583,4.704,0.121,0.791,155.7,0,37,0.5,6,6.5,5,0,0.521,0.526,0.005,54,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,0,#DIV/0!,
H9,,,7,none,,5-June-25,45813,natural,t0,8.639,9.487,4.64,4.797,0.157,0.848,131.2,0,34,0.5,7,6.6,5,0,0.554,0.558,0.004,62,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,0,#DIV/0!,
HM10,,,7,none,,5-June-25,45813,natural,t0,8.64,10.268,4.655,,-4.655,1.628,155.5,0,44.9,0.6,7,8.9,5,0,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,0,#DIV/0!,
HM11,,,5,none,,5-June-25,45813,natural,t0,8.655,9.631,4.708,,-4.708,0.976,108,0,30.2,0.8,5,6.6,5,0,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,0,#DIV/0!,
HM12,,,5,none,,5-June-25,45813,natural,t0,8.66,9.117,4.658,4.777,0.119,0.457,84.2,0,21.1,0.4,5,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,0,#DIV/0!,
HM3,,,4,none,,5-June-25,45813,natural,t0,8.679,9.017,4.636,4.721,0.085,0.338,67,0,9.2,0.4,4,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,0,#DIV/0!,
HM4,,,7,none,,5-June-25,45813,natural,t0,8.61,9.329,4.68,4.919,0.239,0.719,111.2,0,28.2,0.5,7,11.4,5,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,0,#DIV/0!,
HM8,,,6,none,,5-June-25,45813,natural,t0,8.604,9.224,4.699,4.794,0.095,0.62,106.5,0,16.9,0.5,6,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,0,#DIV/0!,
N061,61,,,none,,12-Aug-25,12-Aug-25,natural,t3,8.661,8.7,,,0,0.039,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
N061A,61,,,none,,12-Aug-25,12-Aug-25,natural,t3,10.227,,1.453,1.538,0.085,-10.227,52.7,15,15,0.2,3,5,7,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,30-Dec-99,,
N061B,61,,,none,,12-Aug-25,12-Aug-25,natural,t3,,,1.3,1.393,0.093,0.28,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
N061B,61,,,none,,12-Aug-25,,natural,t3,8.655,,1.3,,-1.3,-8.655,124.6,0,19.5,0.3,5,3.2,4,0,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,cut,0,0,#DIV/0!,,
N061C,61,,,none,,12-Aug-25,12-Aug-25,natural,t3,,,1.492,1.509,0.017,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,,
N061C,61,,,none,,12-Aug-25,,natural,t3,8.677,,1.492,,-1.492,-8.677,56.8,0,16.5,0.2,4,2.2,3,0,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,cut,0,0,#DIV/0!,,
N061D,61,,,none,,12-Aug-25,12-Aug-25,natural,t3,,,1.513,1.637,0.124,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,,
N061D,61,,,none,,12-Aug-25,,natural,t3,8.661,,1.513,,-1.513,-8.661,75.9,0,11.8,0.3,4,6.9,12,0,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,cut,0,0,#DIV/0!,,
N061E,61,,,none,,12-Aug-25,12-Aug-25,natural,t3,,,1.42,1.561,0.141,0,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,,
N061E,61,,,none,,12-Aug-25,,natural,t3,8.705,,1.42,,-1.42,-8.705,117.6,0,17.4,0.3,4,4.1,4,0,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,,
N061F,61,,,none,,12-Aug-25,12-Aug-25,natural,t3,,,1.475,1.528,0.053,0.08,,0,,,0,,,,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,0,#DIV/0!,#DIV/0!,
N061F,61,,,none,,12-Aug-25,,natural,t3,8.662,,1.475,,-1.475,-8.662,73.9,0,8.6,0.2,4,5,7,0,,,0,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,cut,0,0,#DIV/0!,,
